order_id,line_item_id,created_at,updated_at,title,quantity,sku,product_id,product_type,variant_id,variant_sku,variant_price,original_total,discounted_total,discount_codes,discount_amounts
#477395,gid://shopify/LineItem/16024484348003,2025-04-17 14:50:57,2025-04-17 14:51:13,Cream Daiquiri Dress,1,61119C-S,gid://shopify/Product/7183662088291,Dress,gid://shopify/ProductVariant/41296737271907,61119C-S,54.99,54.99,54.99,,
#477396,gid://shopify/LineItem/16024490147939,2025-04-17 14:52:26,2025-04-17 14:52:35,Sahara Harem Pants,1,90112-PKT-M,gid://shopify/Product/6695196950627,Pants,gid://shopify/ProductVariant/40240619421795,90112-PKT-M,39.99,39.99,39.99,,
#477396,gid://shopify/LineItem/16024490180707,2025-04-17 14:52:26,2025-04-17 14:52:35,Sage Baja Pullover + Shorts Set,1,ASETS-88147C-M-93147C-SM-02,gid://shopify/Product/7126160080995,Lounge Set,gid://shopify/ProductVariant/41082854703203,ASETS-88147C-M-93147C-SM-02,84.99,84.99,84.99,,
#477396,gid://shopify/LineItem/16024490213475,2025-04-17 14:52:26,2025-04-17 14:52:35,Navy Blue Full Length Yin Scoop Neck Top,1,58193CL-L,gid://shopify/Product/7670310568035,Tops,gid://shopify/ProductVariant/42911269159011,58193CL-L,27.99,27.99,27.99,,
#477397,gid://shopify/LineItem/16024496603235,2025-04-17 14:53:51,2025-04-17 14:54:08,Master Healer Dewdrop + Circles in the Sand Necklace Stack,1,NST-DDN26-GCN12-NKL48-03,gid://shopify/Product/6799882584163,Necklace Stack,gid://shopify/ProductVariant/40206917206115,NST-DDN26-GCN12-NKL48-03,83.99,83.99,83.99,sms20,16.79
#477398,gid://shopify/LineItem/16024500109411,2025-04-17 14:55:28,2025-04-17 14:57:17,Mystery Harem Pants,3,MYST-HAR-L,gid://shopify/Product/6667793727587,Pants,gid://shopify/ProductVariant/41829911527523,MYST-HAR-L,22.22,66.66,66.66,,
#477399,gid://shopify/LineItem/16024524226659,2025-04-17 15:04:45,2025-04-17 16:05:00,Aguadilla Harem Pants,1,90130-PKT-L,gid://shopify/Product/7566054457443,Pants,gid://shopify/ProductVariant/42518558015587,90130-PKT-L,35.99,35.99,35.99,WELCOME20,7.19
#477400,gid://shopify/LineItem/16024527306851,2025-04-17 15:06:53,2025-04-17 15:07:04,Dusty Rose Lotus Moon Harem Pants,1,90242-PKT-M,gid://shopify/Product/7748714659939,Pants,gid://shopify/ProductVariant/43223142105187,90242-PKT-M,39.99,39.99,39.99,,
#477401,gid://shopify/LineItem/16024535203939,2025-04-17 15:09:45,2025-04-17 15:09:56,Black Harem Pants,1,90105-PKT-PET-S,gid://shopify/Product/6799865839715,Pants,gid://shopify/ProductVariant/39966119362659,90105-PKT-PET-S,39.99,39.99,39.99,,
#477401,gid://shopify/LineItem/16024535236707,2025-04-17 15:09:45,2025-04-17 15:09:56,Madeira Harem Pants,1,90227-PKT-PET-S,gid://shopify/Product/7715654697059,Pants,gid://shopify/ProductVariant/43085313441891,90227-PKT-PET-S,39.99,39.99,39.99,,
#477402,gid://shopify/LineItem/16024539594851,2025-04-17 15:10:46,2025-04-17 15:10:53,Mystery Harem Pants,1,MYST-HAR-M,gid://shopify/Product/6667793727587,Pants,gid://shopify/ProductVariant/41829911494755,MYST-HAR-M,22.22,22.22,22.22,,
#477402,gid://shopify/LineItem/16024539627619,2025-04-17 15:10:46,2025-04-17 15:10:53,Celestial Grey Harem Pants,1,90210-PKT-M,gid://shopify/Product/7669330739299,Pants,gid://shopify/ProductVariant/42906145456227,90210-PKT-M,39.99,39.99,39.99,sms20,7.99
#477403,gid://shopify/LineItem/16024547098723,2025-04-17 15:13:56,2025-04-17 15:14:03,Akha Tribal Print Wide Leg Drawstring Pants,1,98178-XL,gid://shopify/Product/7275831951459,Pants,gid://shopify/ProductVariant/41566030364771,98178-XL,44.99,44.99,44.99,sms20,8.99
#477404,gid://shopify/LineItem/16024547459171,2025-04-17 15:14:15,2025-04-17 15:19:38,Master Healer 4mm Healing Necklace,1,21048,gid://shopify/Product/4704192397411,Necklace,gid://shopify/ProductVariant/40267192795235,21048,32.99,34.95,34.95,RIHW0FAQ,10.25
#477405,gid://shopify/LineItem/16024573280355,2025-04-17 15:19:37,2025-04-17 16:20:03,Cream Wide Leg Cotton Pants,1,91119C-M,gid://shopify/Product/6795336351843,Pants,gid://shopify/ProductVariant/41164354453603,91119C-M,54.99,54.99,54.99,,
#477405,gid://shopify/LineItem/16024573313123,2025-04-17 15:19:37,2025-04-17 16:20:03,Black Wide Leg Cotton Pants,1,91105C-M,gid://shopify/Product/6695201505379,Pants,gid://shopify/ProductVariant/40240536846435,91105C-M,54.99,54.99,54.99,,
#477406,gid://shopify/LineItem/16024574263395,2025-04-17 15:19:56,2025-04-17 15:20:39,Bondi Harem Pants,1,90056-PKT-M,gid://shopify/Product/4446389764195,Pants,gid://shopify/ProductVariant/41634025799779,90056-PKT-M,39.99,39.99,39.99,WELCOME20,7.99
#477406,gid://shopify/LineItem/16024574296163,2025-04-17 15:19:56,2025-04-17 15:20:39,Santa Barbara Island Harem Pants,1,90053-PKT-M,gid://shopify/Product/7617757708387,Pants,gid://shopify/ProductVariant/42705795842147,90053-PKT-M,32.99,32.99,32.99,WELCOME20,6.59
#477406,gid://shopify/LineItem/16024575574115,2025-04-17 15:19:56,2025-04-17 15:20:39,Mystery Harem Pants,1,MYST-HAR-M,gid://shopify/Product/6667793727587,Pants,gid://shopify/ProductVariant/41829911494755,MYST-HAR-M,22.22,22.22,22.22,,
#477407,gid://shopify/LineItem/16024600117347,2025-04-17 15:28:17,2025-04-17 15:30:14,Baja Harem Pants,1,90104-PKT-TAL-S,gid://shopify/Product/6633433694307,Pants,gid://shopify/ProductVariant/41621820833891,90104-PKT-TAL-S,39.99,39.99,39.99,,
#477407,gid://shopify/LineItem/16024600150115,2025-04-17 15:28:17,2025-04-17 15:30:14,Black Harem Pants,1,90105-PKT-TAL-S,gid://shopify/Product/6799865839715,Pants,gid://shopify/ProductVariant/41633977925731,90105-PKT-TAL-S,39.99,39.99,39.99,,
#477408,gid://shopify/LineItem/16024611291235,2025-04-17 15:31:38,2025-04-17 15:31:54,Amazonite Harem Pants,1,90205-PKT-S,gid://shopify/Product/7604685242467,Pants,gid://shopify/ProductVariant/42653997891683,90205-PKT-S,29.99,29.99,29.99,,
#477408,gid://shopify/LineItem/16024611324003,2025-04-17 15:31:38,2025-04-17 15:31:54,Playa Mia Harem Pants,1,90197-PKT-S,gid://shopify/Product/7688869675107,Pants,gid://shopify/ProductVariant/42983682670691,90197-PKT-S,32.99,32.99,32.99,,
#477408,gid://shopify/LineItem/16024611356771,2025-04-17 15:31:38,2025-04-17 15:31:54,Tobago Harem Pants,1,90202-PKT-S,gid://shopify/Product/7688871313507,Pants,gid://shopify/ProductVariant/42983714619491,90202-PKT-S,35.99,35.99,35.99,,
#477408,gid://shopify/LineItem/16024611389539,2025-04-17 15:31:38,2025-04-17 15:31:54,Sage Baja Pullover,1,88147C-S,gid://shopify/Product/7061571371107,Tops,gid://shopify/ProductVariant/40906330079331,88147C-S,49.99,49.99,49.99,,
#477409,gid://shopify/LineItem/16024612962403,2025-04-17 15:32:29,2025-04-17 15:32:38,Mystery Harem Pants,1,MYST-HAR-L,gid://shopify/Product/6667793727587,Pants,gid://shopify/ProductVariant/41829911527523,MYST-HAR-L,22.22,22.22,22.22,sunnygirl20,4.45
#477410,gid://shopify/LineItem/16024617189475,2025-04-17 15:33:14,2025-04-17 16:35:02,Bright Coral Cotton Cabana Shorts,1,83159C-L,gid://shopify/Product/7729831247971,Shorts,gid://shopify/ProductVariant/43161019711587,83159C-L,34.99,34.99,34.99,sunnygirl20,7.0
#477410,gid://shopify/LineItem/16024617222243,2025-04-17 15:33:14,2025-04-17 16:35:02,Black Harem Pants,1,90105-PKT-L,gid://shopify/Product/6799865839715,Pants,gid://shopify/ProductVariant/41633977860195,90105-PKT-L,39.99,39.99,39.99,sunnygirl20,8.0
#477411,gid://shopify/LineItem/16024623054947,2025-04-17 15:35:34,2025-04-17 15:35:49,Master Healer 4mm Healing Necklace,1,21048,gid://shopify/Product/4704192397411,Necklace,gid://shopify/ProductVariant/40267192795235,21048,32.99,32.99,32.99,WELCOME20,6.59
#477412,gid://shopify/LineItem/16024652742755,2025-04-17 15:46:26,2025-04-17 15:46:35,Master Healer 2mm Layered Healing Bracelet,1,42001,gid://shopify/Product/6903339384931,Bracelet,gid://shopify/ProductVariant/40311143268451,42001,29.99,29.99,29.99,6YB8LQS6,2.5
#477412,gid://shopify/LineItem/16024652775523,2025-04-17 15:46:26,2025-04-17 15:46:35,2mm + 4mm Master Healer Necklace Stack,1,BUN-23001-21073-11012-03,gid://shopify/Product/7047930019939,Necklace Stack,gid://shopify/ProductVariant/40874289922147,BUN-23001-21073-11012-03,89.99,89.99,89.99,6YB8LQS6,7.5
#477413,gid://shopify/LineItem/16024687738979,2025-04-17 15:54:10,2025-04-17 15:54:16,Master Healer 2mm Metal Accent Healing Necklace,1,23001,gid://shopify/Product/6900513046627,Necklace,gid://shopify/ProductVariant/40300103139427,23001,39.99,39.99,39.99,,
#477414,gid://shopify/LineItem/16024710119523,2025-04-17 16:00:42,2025-04-17 16:00:53,Akha Tribal Print Lounge Set,1,ASETS-50178-90178-PKT-XL-02,gid://shopify/Product/7670329540707,Lounge Set,gid://shopify/ProductVariant/42911638519907,ASETS-50178-90178-PKT-XL-02,79.99,79.99,79.99,,
#477414,gid://shopify/LineItem/16024710152291,2025-04-17 16:00:42,2025-04-17 16:00:53,Bondi Harem Pants,1,90056-PKT-XL,gid://shopify/Product/4446389764195,Pants,gid://shopify/ProductVariant/41634025898083,90056-PKT-XL,39.99,39.99,39.99,,
#477415,gid://shopify/LineItem/16024729288803,2025-04-17 16:06:03,2025-04-17 16:06:12,Divine Healer 2mm Metal Accent Healing Necklace,1,230HLN-F23-05,gid://shopify/Product/7024918397027,Necklace,gid://shopify/ProductVariant/40774255837283,230HLN-F23-05,39.99,39.99,39.99,sunnygirl20,8.01
#477415,gid://shopify/LineItem/16024729321571,2025-04-17 16:06:03,2025-04-17 16:06:12,Divine Healer Healing 4mm Necklace,1,21076,gid://shopify/Product/6945825161315,Necklace,gid://shopify/ProductVariant/41457651515491,21076,32.99,32.99,32.99,sunnygirl20,6.59
#477416,gid://shopify/LineItem/16024747081827,2025-04-17 16:11:48,2025-04-17 16:12:04,Master Healer 2mm Metal Accent Healing Necklace,1,23001,gid://shopify/Product/6900513046627,Necklace,gid://shopify/ProductVariant/40300103139427,23001,39.99,39.99,39.99,WELCOME20,7.99
#477416,gid://shopify/LineItem/16024747114595,2025-04-17 16:11:48,2025-04-17 16:12:04,Como Harem Pants,1,90116-PKT-TAL-M,gid://shopify/Product/7576418254947,Pants,gid://shopify/ProductVariant/42558396760163,90116-PKT-TAL-M,39.99,39.99,39.99,WELCOME20,7.99
#477417,gid://shopify/LineItem/16024765595747,2025-04-17 16:19:05,2025-04-17 16:19:13,Master Healer 4mm Healing Necklace,1,21073,gid://shopify/Product/4704192397411,Necklace,gid://shopify/ProductVariant/40328087470179,21073,32.99,32.99,32.99,IE7R2F6J,10.0
#477418,gid://shopify/LineItem/16024775032931,2025-04-17 16:22:30,2025-04-17 16:23:08,Deep Teal Harem Pants,1,90120-PKT-PET-M,gid://shopify/Product/6873234079843,Pants,gid://shopify/ProductVariant/40191998885987,90120-PKT-PET-M,39.99,39.99,39.99,,
#477418,gid://shopify/LineItem/16024775065699,2025-04-17 16:22:30,2025-04-17 16:23:08,Mystery Healing Bracelet,1,MYST-HLG-BRA,gid://shopify/Product/6704969711715,Bracelet,gid://shopify/ProductVariant/40267192959075,MYST-HLG-BRA,11.11,11.11,11.11,,
#477418,gid://shopify/LineItem/16024775098467,2025-04-17 16:22:30,2025-04-17 16:23:08,Tropic Teal Harem Pants,1,90200-PKT-PET-M,gid://shopify/Product/7726190788707,Pants,gid://shopify/ProductVariant/43135033671779,90200-PKT-PET-M,39.99,39.99,39.99,,
#477418,gid://shopify/LineItem/16024776343651,2025-04-17 16:22:30,2025-04-17 16:23:08,Mystery Harem Pants,1,MYST-HAR-PET-S,gid://shopify/Product/6667793727587,Pants,gid://shopify/ProductVariant/42786175909987,MYST-HAR-PET-S,22.22,22.22,22.22,,
#477419,gid://shopify/LineItem/16024777228387,2025-04-17 16:23:18,2025-04-17 16:25:07,Moon Shadow Harem Pants,1,90165-PKT-S,gid://shopify/Product/7075020406883,Pants,gid://shopify/ProductVariant/41427587629155,90165-PKT-S,39.99,39.99,39.99,,
#477419,gid://shopify/LineItem/16024777261155,2025-04-17 16:23:18,2025-04-17 16:25:07,Cosmic Teal Harem Pants,1,90203-PKT-L,gid://shopify/Product/7669327167587,Pants,gid://shopify/ProductVariant/42906113933411,90203-PKT-L,39.99,39.99,39.99,,
#477420,gid://shopify/LineItem/16024778080355,2025-04-17 16:23:47,2025-04-17 16:25:25,Mystic Plum Harem Pants,1,90209-PKT-PET-S,gid://shopify/Product/7669329428579,Pants,gid://shopify/ProductVariant/42906131693667,90209-PKT-PET-S,39.99,39.99,39.99,,
#477421,gid://shopify/LineItem/16024787615843,2025-04-17 16:26:12,2025-04-17 16:26:36,Cream Wide Leg Cotton Pants,1,91119C-M,gid://shopify/Product/6795336351843,Pants,gid://shopify/ProductVariant/41164354453603,91119C-M,54.99,54.99,54.99,sunnygirl20,11.0
#477421,gid://shopify/LineItem/16024787648611,2025-04-17 16:26:12,2025-04-17 16:26:36,Black Wide Leg Cotton Pants,1,91105C-M,gid://shopify/Product/6695201505379,Pants,gid://shopify/ProductVariant/40240536846435,91105C-M,54.99,54.99,54.99,sunnygirl20,11.0
#477421,gid://shopify/LineItem/16024787681379,2025-04-17 16:26:12,2025-04-17 16:26:36,Stone Wide Leg Cotton Pants,1,91125C-M,gid://shopify/Product/6830778253411,Pants,gid://shopify/ProductVariant/43121592172643,91125C-M,54.99,54.99,54.99,sunnygirl20,11.0
#477422,gid://shopify/LineItem/16024799477859,2025-04-17 16:31:40,2025-04-17 16:31:50,Black Harem Pants,1,90105-PKT-PET-L,gid://shopify/Product/6799865839715,Pants,gid://shopify/ProductVariant/40386057142371,90105-PKT-PET-L,39.99,39.99,39.99,WELCOME20,7.99
#477422,gid://shopify/LineItem/16024799510627,2025-04-17 16:31:40,2025-04-17 16:31:50,Dark Forest Harem Pants,1,90233-PKT-PET-L,gid://shopify/Product/7726191607907,Pants,gid://shopify/ProductVariant/43135038849123,90233-PKT-PET-L,39.99,39.99,39.99,WELCOME20,7.99
#477423,gid://shopify/LineItem/16024808292451,2025-04-17 16:35:49,2025-04-17 16:36:03,Black Harem Pants,1,90105-PKT-L,gid://shopify/Product/6799865839715,Pants,gid://shopify/ProductVariant/41633977860195,90105-PKT-L,39.99,39.99,39.99,,
#477423,gid://shopify/LineItem/16024808325219,2025-04-17 16:35:49,2025-04-17 16:36:03,Azores Harem Pants,1,90234-PKT-XL,gid://shopify/Product/7729864540259,Pants,gid://shopify/ProductVariant/43161100320867,90234-PKT-XL,39.99,39.99,39.99,,
#477423,gid://shopify/LineItem/16024808357987,2025-04-17 16:35:49,2025-04-17 16:36:03,Montauk Harem Pants,1,90214-PKT-Xl,gid://shopify/Product/7715654631523,Pants,gid://shopify/ProductVariant/43085313179747,90214-PKT-Xl,39.99,39.99,39.99,,
#477423,gid://shopify/LineItem/16024808390755,2025-04-17 16:35:49,2025-04-17 16:36:03,Black Daydreamer Top,1,52105,gid://shopify/Product/7157888581731,Tops,gid://shopify/ProductVariant/41208639815779,52105,36.99,36.99,36.99,,
#477423,gid://shopify/LineItem/16024808423523,2025-04-17 16:35:49,2025-04-17 16:36:03,Canggu Daydreamer Top,1,52131,gid://shopify/Product/7157899100259,Tops,gid://shopify/ProductVariant/41208685789283,52131,36.99,36.99,36.99,,
#477424,gid://shopify/LineItem/16024812486755,2025-04-17 16:37:28,2025-04-17 16:37:48,Sage Saltwater Shrug,1,53147C,gid://shopify/Product/7296017563747,Tops,gid://shopify/ProductVariant/41622671425635,53147C,21.5,21.5,21.5,,
#477424,gid://shopify/LineItem/16024812519523,2025-04-17 16:37:28,2025-04-17 16:37:48,Seaside Spice Nomad Jumpsuit,1,81196C-ADJ-PET-M,gid://shopify/Product/7600332046435,Romper,gid://shopify/ProductVariant/42640212131939,81196C-ADJ-PET-M,46.99,46.99,46.99,,
#477425,gid://shopify/LineItem/16024839815267,2025-04-17 16:49:58,2025-04-17 16:51:56,Sahara Harem Pants,1,90112-PKT-XL,gid://shopify/Product/6695196950627,Pants,gid://shopify/ProductVariant/40240619487331,90112-PKT-XL,39.99,39.99,39.99,,
#477426,gid://shopify/LineItem/16024853774435,2025-04-17 16:55:08,2025-04-17 16:55:18,Rainforest Harem Pants,1,90188-PKT-PET-S,gid://shopify/Product/7604687765603,Pants,gid://shopify/ProductVariant/42654009426019,90188-PKT-PET-S,39.99,39.99,39.99,WELCOME20,7.99
#477426,gid://shopify/LineItem/16024853807203,2025-04-17 16:55:08,2025-04-17 16:55:18,Capri Harem Pants,1,90211-PKT-PET-S,gid://shopify/Product/7729866965091,Pants,gid://shopify/ProductVariant/43161104613475,90211-PKT-PET-S,39.99,39.99,39.99,WELCOME20,7.99
#477426,gid://shopify/LineItem/16024853839971,2025-04-17 16:55:08,2025-04-17 16:55:18,Seven Chakras Harem Pants,1,90206-PKT-PET-S,gid://shopify/Product/7670619308131,Pants,gid://shopify/ProductVariant/42913490665571,90206-PKT-PET-S,39.99,39.99,39.99,WELCOME20,7.99
#477426,gid://shopify/LineItem/16024853872739,2025-04-17 16:55:08,2025-04-17 16:55:18,Mystic Plum Harem Pants,1,90209-PKT-PET-S,gid://shopify/Product/7669329428579,Pants,gid://shopify/ProductVariant/42906131693667,90209-PKT-PET-S,39.99,39.99,39.99,WELCOME20,7.99
#477426,gid://shopify/LineItem/16024853905507,2025-04-17 16:55:08,2025-04-17 16:55:18,Dusty Rose Lotus Moon Harem Pants,1,90242-PKT-PET-S,gid://shopify/Product/7748714659939,Pants,gid://shopify/ProductVariant/43223141974115,90242-PKT-PET-S,39.99,39.99,39.99,WELCOME20,7.99
#477427,gid://shopify/LineItem/16024855347299,2025-04-17 16:55:46,2025-04-17 16:55:55,Moon Shadow Harem Pants,1,90165-PKT-M,gid://shopify/Product/7075020406883,Pants,gid://shopify/ProductVariant/41427587661923,90165-PKT-M,39.99,39.99,39.99,OKRC-3QJLE-G5M7,10.0
#477427,gid://shopify/LineItem/16024855380067,2025-04-17 16:55:46,2025-04-17 16:55:55,Cosmic Teal Harem Pants,1,90203-PKT-M,gid://shopify/Product/7669327167587,Pants,gid://shopify/ProductVariant/42906113900643,90203-PKT-M,39.99,39.99,39.99,OKRC-3QJLE-G5M7,10.0
#477427,gid://shopify/LineItem/16024855412835,2025-04-17 16:55:46,2025-04-17 16:55:55,Baja Harem Pants,1,90104-PKT-M,gid://shopify/Product/6633433694307,Pants,gid://shopify/ProductVariant/40628288847971,90104-PKT-M,39.99,39.99,39.99,OKRC-3QJLE-G5M7,10.0
#477427,gid://shopify/LineItem/16024855445603,2025-04-17 16:55:46,2025-04-17 16:55:55,Black Harem Pants,1,90105-PKT-M,gid://shopify/Product/6799865839715,Pants,gid://shopify/ProductVariant/41633977827427,90105-PKT-M,39.99,39.99,39.99,OKRC-3QJLE-G5M7,9.99
#477428,gid://shopify/LineItem/16024855478371,2025-04-17 16:55:48,2025-04-17 16:55:57,Aurora Lounge Set,1,ASETS-90212-PKT-S-50212-02,gid://shopify/Product/7711595364451,Lounge Set,gid://shopify/ProductVariant/43073106444387,ASETS-90212-PKT-S-50212-02,79.99,79.99,79.99,,
#477429,gid://shopify/LineItem/16024892866659,2025-04-17 17:03:08,2025-04-17 17:03:17,Self Love 4mm Healing Necklace,1,21049,gid://shopify/Product/4705724268643,Necklace,gid://shopify/ProductVariant/41457727832163,21049,34.0,34.0,34.0,,
#477429,gid://shopify/LineItem/16024892899427,2025-04-17 17:03:08,2025-04-17 17:03:17,Master Healer 2mm Metal Accent Healing Anklet,2,10498,gid://shopify/Product/6921115992163,Anklet,gid://shopify/ProductVariant/40371755941987,10498,30.0,60.0,60.0,,
#477429,gid://shopify/LineItem/16024892932195,2025-04-17 17:03:08,2025-04-17 17:03:17,Master Healer 4mm Healing Necklace,1,21048,gid://shopify/Product/4704192397411,Necklace,gid://shopify/ProductVariant/40267192795235,21048,32.99,32.99,32.99,,
#477430,gid://shopify/LineItem/16024937726051,2025-04-17 17:17:57,2025-04-17 17:18:06,Enlightenment + Wisdom Healing 2mm Anklet,1,104HLA-S24-01,gid://shopify/Product/7212728156259,Anklet,gid://shopify/ProductVariant/41365538308195,104HLA-S24-01,30.0,30.0,30.0,,
#477431,gid://shopify/LineItem/16024940445795,2025-04-17 17:19:21,2025-04-17 17:19:34,Oxford Wide Leg Cotton Pants,1,91155C-S,gid://shopify/Product/7729862934627,Pants,gid://shopify/ProductVariant/43161097142371,91155C-S,54.99,54.99,54.99,,
#477432,gid://shopify/LineItem/16024944771171,2025-04-17 17:20:56,2025-04-17 17:21:03,Divine Healer Healing 4mm Necklace,1,21076,gid://shopify/Product/6945825161315,Necklace,gid://shopify/ProductVariant/41457651515491,21076,32.99,32.99,32.99,,
#477433,gid://shopify/LineItem/16024946114659,2025-04-17 17:21:55,2025-04-17 17:22:09,Pampa Point Harem Pants,1,90139-PKT-L,gid://shopify/Product/7566058782819,Pants,gid://shopify/ProductVariant/42518567649379,90139-PKT-L,36.99,36.99,36.99,,
#477434,gid://shopify/LineItem/16024953061475,2025-04-17 17:24:54,2025-04-17 17:26:45,Mystic Plum Lounge Set,1,ASETS-90209-PKT-PET-L-50209-02,gid://shopify/Product/7724898517091,Lounge Set,gid://shopify/ProductVariant/43126115598435,ASETS-90209-PKT-PET-L-50209-02,79.99,79.99,79.99,,
#477435,gid://shopify/LineItem/16024968331363,2025-04-17 17:30:38,2025-04-17 17:30:46,Granite Wide Leg Cotton Pants,1,91128C-S,gid://shopify/Product/6877764092003,Pants,gid://shopify/ProductVariant/40210086166627,91128C-S,54.99,54.99,54.99,,
#477435,gid://shopify/LineItem/16024968364131,2025-04-17 17:30:38,2025-04-17 17:30:46,White Wide Leg Beach Cotton Pants,1,91106C-S,gid://shopify/Product/6695215038563,Pants,gid://shopify/ProductVariant/40240562962531,91106C-S,54.99,54.99,54.99,,
#477436,gid://shopify/LineItem/16024970100835,2025-04-17 17:31:34,2025-04-17 17:31:43,Desert Bloom Harem Pants,1,90232-PKT-M,gid://shopify/Product/7715654664291,Pants,gid://shopify/ProductVariant/43085313343587,90232-PKT-M,39.99,39.99,39.99,,
#477436,gid://shopify/LineItem/16024970133603,2025-04-17 17:31:34,2025-04-17 17:31:43,Mystic Plum Harem Pants,1,90209-PKT-M,gid://shopify/Product/7669329428579,Pants,gid://shopify/ProductVariant/42906131824739,90209-PKT-M,39.99,39.99,39.99,,
